NL,NS,NB,PE,QC,ON,MB,SK,AB,BC,YT,NT,NU
NEWFOUNDLAND AND LABRADOR, NOVA SCOTIA,NEW BRUNSWICK,PRINCE EDWARD ISLAND,QUEBEC,ONTARIO,MANITOBA,SASKATCHEWAN,ALBERTA,BRITISH COLUMBIA,YUKON,NORTHWEST TERRITORIES,NUNAVUT
